params,mean_test_accuracy,std_test_accuracy,mean_test_recall,std_test_recall,mean_test_specificity,std_test_specificity,mean_test_mcc,std_test_mcc,mean_test_gm,std_test_gm,mean_test_uar,std_test_uar,mean_test_bm,std_test_bm
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 40}",0.799552,0.073003,0.830338,0.066955,0.746308,0.111943,0.574192,0.156683,0.785568,0.081032,0.788323,0.079063,0.576646,0.158126
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 50}",0.80682,0.063575,0.830338,0.059609,0.766308,0.091954,0.591374,0.133985,0.796734,0.06858,0.798323,0.067815,0.596646,0.135629
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 60}",0.812596,0.059017,0.837156,0.056444,0.77,0.084532,0.602627,0.124628,0.802045,0.063528,0.803578,0.062719,0.607156,0.125439
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 70}",0.808291,0.055364,0.834937,0.05271,0.762154,0.07888,0.592772,0.116424,0.797004,0.059543,0.798545,0.058786,0.59709,0.117571
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 80}",0.812639,0.054882,0.839482,0.056791,0.766154,0.073409,0.602202,0.113856,0.80126,0.057355,0.802818,0.056752,0.605636,0.113503
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 90}",0.812639,0.055642,0.837262,0.05783,0.770154,0.069596,0.602994,0.113972,0.802446,0.057156,0.803708,0.056833,0.607416,0.113666
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 100}",0.811168,0.05585,0.837209,0.057871,0.766154,0.071196,0.599452,0.114868,0.800286,0.05761,0.801682,0.057247,0.603363,0.114493
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 110}",0.812639,0.056018,0.834937,0.058294,0.774,0.066166,0.603609,0.114332,0.803465,0.056942,0.804468,0.056768,0.608937,0.113537
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 120}",0.814066,0.053882,0.839535,0.058373,0.769846,0.066151,0.605682,0.110068,0.803341,0.054827,0.804691,0.054505,0.609381,0.109009
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 130}",0.812596,0.053412,0.837262,0.05693,0.77,0.057913,0.602716,0.108305,0.802633,0.053353,0.803631,0.053257,0.607262,0.106514
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 140}",0.814045,0.053562,0.837262,0.05693,0.773846,0.056439,0.606081,0.108568,0.804693,0.053338,0.805554,0.05328,0.611108,0.106561
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 150}",0.815494,0.04744,0.834937,0.05271,0.781846,0.047537,0.610376,0.095506,0.80773,0.046466,0.808391,0.046447,0.616783,0.092894
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 160}",0.808248,0.054678,0.832664,0.057569,0.765846,0.060522,0.593651,0.111448,0.798241,0.055089,0.799255,0.054864,0.59851,0.109727
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 170}",0.815494,0.050859,0.837209,0.053404,0.777692,0.057297,0.609343,0.104237,0.806616,0.051336,0.807451,0.051192,0.614902,0.102385
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 180}",0.812596,0.050585,0.837209,0.053404,0.769692,0.061823,0.60241,0.10421,0.80229,0.051837,0.803451,0.051475,0.606902,0.102951
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 190}",0.815494,0.050026,0.837209,0.053404,0.777538,0.060359,0.609427,0.102952,0.806392,0.050827,0.807374,0.050679,0.614748,0.101359
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 200}",0.812596,0.051816,0.834937,0.05271,0.773692,0.062358,0.603012,0.10716,0.803379,0.053353,0.804314,0.052983,0.608629,0.105967
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 210}",0.811147,0.049544,0.832664,0.049877,0.773692,0.062358,0.60022,0.102713,0.802254,0.051508,0.803178,0.051125,0.606356,0.102251
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 220}",0.809697,0.05378,0.832664,0.057569,0.769538,0.06708,0.597261,0.110446,0.799887,0.055068,0.801101,0.054735,0.602202,0.10947
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 230}",0.811147,0.054007,0.832664,0.057569,0.773538,0.065173,0.600723,0.110676,0.802048,0.055005,0.803101,0.054725,0.606202,0.109449
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 240}",0.812617,0.059661,0.832611,0.058495,0.777538,0.07876,0.604068,0.124607,0.803986,0.0627,0.805075,0.062252,0.610149,0.124504
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 250}",0.815516,0.05744,0.837209,0.059792,0.777538,0.070165,0.609635,0.118322,0.806287,0.058928,0.807374,0.058554,0.614748,0.117108
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 260}",0.814088,0.061514,0.837262,0.060491,0.773538,0.076469,0.605928,0.128009,0.804291,0.063972,0.8054,0.063542,0.610801,0.127085
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 270}",0.816986,0.060985,0.839535,0.059292,0.777538,0.076702,0.612008,0.127068,0.807469,0.063724,0.808537,0.06323,0.617073,0.12646
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 280}",0.816986,0.06201,0.841808,0.060594,0.773692,0.074084,0.611269,0.12865,0.806675,0.064183,0.80775,0.063735,0.6155,0.12747
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 290}",0.816986,0.06201,0.839482,0.062913,0.777538,0.076702,0.6124,0.128463,0.807344,0.064136,0.80851,0.063674,0.61702,0.127348
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 300}",0.816986,0.06201,0.839482,0.062913,0.777538,0.076702,0.6124,0.128463,0.807344,0.064136,0.80851,0.063674,0.61702,0.127348
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 310}",0.817008,0.061617,0.839482,0.062913,0.777538,0.07876,0.612549,0.127873,0.807233,0.064002,0.80851,0.06353,0.61702,0.12706
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 320}",0.816986,0.059196,0.841755,0.063332,0.773538,0.074347,0.612025,0.122113,0.806194,0.060747,0.807647,0.060325,0.615293,0.12065
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 330}",0.816986,0.059196,0.841755,0.063332,0.773538,0.074347,0.612025,0.122113,0.806194,0.060747,0.807647,0.060325,0.615293,0.12065
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 20}",0.80098,0.053629,0.823467,0.053121,0.761846,0.071649,0.579212,0.112919,0.791492,0.056611,0.792657,0.056063,0.585313,0.112126
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 30}",0.803879,0.048753,0.823414,0.054204,0.77,0.074793,0.587318,0.102287,0.795209,0.051455,0.796707,0.051199,0.593414,0.102398
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 40}",0.811147,0.05162,0.823467,0.055032,0.789692,0.075538,0.604687,0.108019,0.805495,0.054382,0.80658,0.054132,0.61316,0.108264
